13.566787,101
12.749377,5460
12.576883,10817
12.549164,16180
12.576210,21540
12.561198,26900
12.499852,32260
12.657676,37620
12.883468,42980
12.564993,48340
12.530155,53700
12.627814,59060
12.576920,64420
12.576285,69780
