13.579631,211
13.194232,5569
15.097876,10930
18.255191,16289
22.652967,21650
28.290555,27009
35.146715,32370
43.235527,37728
52.628066,43090
63.144673,48450
74.665279,53810
87.486027,59170
104.439015,64530
124.222137,69890
